M尽/Ano Aprova豪o;Linha/Programa;Agente Financeiro;Tipo de Agricultura;Benefici㎎ios;Estado;Regi黍;Valor Aprovado R$;Nｼ de Opera惚es
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;39.539.269,6;221
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;938.071,1;1
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO DE JANEIRO      ;SUDESTE             ;696.006,0;5
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;32.205.042,5;143
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;3.746.772,7;18
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;4.108.632,8;25
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;26.930.433,5;218
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;707.400,0;5
 7/2020;MODERFROTA;DLL;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;7.118.091,3;24
 7/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.956.700,0;2
 7/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;3.517.300,0;2
 7/2020;MODERFROTA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.453.500,0;1
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;2.161.300,0;4
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;886.000,0;3
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;AMAZONAS            ;NORTE               ;63.945,0;1
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;DISTRITO FEDERAL    ;CENTRO OESTE        ;996.000,0;1
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;30.407.020,0;43
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;82.280,0;2
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;26.281.863,8;61
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;23.738.430,0;50
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;104.134.684,9;195
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;15.878.928,8;31
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;16.325.570,2;46
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;3.288.000,0;8
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;38.252.982,2;116
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;2.292.450,0;5
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;12.613.788,7;36
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;2.794.250,0;5
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;5.783.542,0;18
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;13.038.843,8;80
 7/2020;MODERFROTA;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;10.558.060,5;36
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;679.992,0;1
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;13.526.061,5;8
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.825.800,0;3
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;14.441.523,0;16
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.465.000,0;3
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;457.300,0;2
 7/2020;MODERFROTA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;560.000,0;1
 7/2020;MODERFROTA;SAFRA;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;6.903.071,8;17
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;4.137.820,0;4
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;16.650.208,7;25
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;16.741.377,3;18
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;7.424.915,0;16
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;718.250,0;1
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;5.735.100,0;11
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;510.000,0;1
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.500.806,0;3
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;955.660,0;2
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;10.023.652,8;35
 7/2020;MODERFROTA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;3.048.389,0;7
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;1.017.852,5;2
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;990.000,0;1
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;339.150,0;1
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.381.525,0;4
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;886.754,0;1
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;20.342.293,3;39
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.289.350,0;11
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.071.865,0;7
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.376.821,5;3
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;26.565.948,9;89
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;12.226.248,0;46
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.818.804,1;5
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;1.102.241,5;7
 7/2020;MODERFROTA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;274.806,0;3
 7/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.716.900,0;5
 7/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;2.267.750,0;3
 7/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;335.750,0;2
 7/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.368.500,0;2
 7/2020;MODERFROTA;STARA;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;667.250,0;2
 7/2020;MODERINFRA;BADESUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;5.664.979,0;8
 7/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;325.679,7;1
 7/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.635.000,0;3
 7/2020;MODERINFRA;BANRISUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;940.000,0;3
 7/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.485.000,0;2
 7/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;440.808,0;2
 7/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;65.450,0;1
 7/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;2.874.067,0;2
 7/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;2.630.000,0;1
 7/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;463.250,0;1
 7/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.180.924,6;2
 7/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.156.900,0;3
 7/2020;MODERINFRA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;6.300.000,0;2
 7/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Empresas Agro;GOIAS               ;CENTRO OESTE        ;260.348,0;1
 7/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;1.441.757,6;1
 7/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.180.000,0;1
 7/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.330.021,2;1
 7/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;2.866.149,2;4
 7/2020;PCA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;141.120,0;1
 7/2020;PCA;BRB;Agricultura Empresarial;Cooperativa;DISTRITO FEDERAL    ;CENTRO OESTE        ;4.833.500,0;1
 7/2020;PCA;BRDE;Agricultura Empresarial;Cooperativa;PARANA              ;SUL                 ;2.900.000,0;1
 7/2020;PCA;BRDE;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;196.863,0;1
 7/2020;PCA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;850.000,0;1
 7/2020;PCA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;7.490.000,0;3
 7/2020;PCA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;558.000,0;1
 7/2020;PCA Gr黍s;BADESUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;620.000,0;1
 7/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;96.300,0;1
 7/2020;PCA Gr黍s;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;542.000,0;1
 7/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;3.200.000,1;1
 7/2020;PROCAPAGRO Giro;DAYCOVAL;Agricultura Empresarial;Cooperativa;ESPIRITO SANTO      ;SUDESTE             ;1.000.000,0;1
 7/2020;PROCAPAGRO Giro;SAFRA;Agricultura Empresarial;Cooperativa;MATO GROSSO DO SUL  ;CENTRO OESTE        ;4.000.000,0;1
 7/2020;PRODECOOP;BRDE;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;3.381.995,0;1
 7/2020;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;10.000,0;2
 7/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;42.291,0;1
 7/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;46.990,0;1
 7/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;63.600,0;2
 7/2020;PRONAF Caminhonetes e Motos;BANRISUL;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;76.427,0;3
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;47.929,8;1
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;GOIAS               ;CENTRO OESTE        ;48.434,7;1
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;89.918,1;4
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;138.539,3;5
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO DE JANEIRO      ;SUDESTE             ;47.485,0;1
 7/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;141.465,0;3
 7/2020;PRONAF Caminhonetes e Motos;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;46.990,0;1
 7/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;122.280,0;4
 7/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;380.534,0;9
 7/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;93.980,0;2
 7/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SAO PAULO           ;SUDESTE             ;77.975,0;2
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;GOIAS               ;CENTRO OESTE        ;853.226,0;17
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;310.818,3;15
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;24.236.250,6;1.106
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO DE JANEIRO      ;SUDESTE             ;228.946,2;6
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;1.117.074,3;49
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RONDONIA            ;NORTE               ;77.995,0;3
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;9.035.886,3;283
 7/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SAO PAULO           ;SUDESTE             ;584.037,4;7
 7/2020;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;9.100,0;1
 7/2020;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;5.000,0;1
 7/2020;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;5.422.924,0;343
 7/2020;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;3.262.593,8;138
 7/2020;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;435.054,9;9
 7/2020;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;7.523.968,4;501
 7/2020;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;5.342.852,0;173
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;AMAZONAS            ;NORTE               ;114.668,4;2
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;895.115,9;25
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;GOIAS               ;CENTRO OESTE        ;620.163,9;7
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;2.399.284,7;83
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;87.989.657,8;1.866
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO DE JANEIRO      ;SUDESTE             ;306.405,2;11
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;6.675.988,7;137
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RONDONIA            ;NORTE               ;875.790,4;17
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;5.189.787,5;121
 7/2020;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SAO PAULO           ;SUDESTE             ;230.406,8;1
 7/2020;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;38.000,0;3
 7/2020;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;47.337,8;2
 7/2020;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;17.724.828,0;519
 7/2020;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;3.136.640,2;86
 7/2020;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;102.972,0;4
 7/2020;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;51.324.142,7;1.286
 7/2020;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;10.372.911,7;240
 7/2020;PRONAF Investimento Faixa 1;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;168.799,4;4
